day,time,house1,house2
323,SMAPV3009,0.081,0.119
323,SMAPV3010,0.119,0.094
323,SMAPV3011,0.369,0.219
323,SMAPV3012,0.281,0.194
323,SMAPV3013,0.288,0.094
323,SMAPV3014,0.244,0.069
323,SMAPV3015,0.644,0.069
323,SMAPV3016,0.325,0.125
323,SMAPV3017,0.169,0.638
323,SMAPV3018,0.169,0.6
323,SMAPV3019,0.15,0.638
323,SMAPV3020,0.169,0.631
323,SMAPV3021,0.106,0.613
323,SMAPV3022,0.15,0.663
323,SMAPV3023,0.194,0.756
323,SMAPV3024,0.225,0.65
323,SMAPV3025,0.113,0.625
323,SMAPV3026,0.088,0.656
323,SMAPV3027,0.1,0.638
323,SMAPV3028,0.125,0.613
323,SMAPV3029,0.088,0.644
323,SMAPV3030,0.119,0.644
323,SMAPV3031,0.125,0.631
323,SMAPV3032,0.1,0.569
323,SMAPV3033,0.144,0.094
323,SMAPV3034,0.325,0.175
323,SMAPV3035,0.456,0.588
323,SMAPV3036,0.469,0.425
323,SMAPV3037,0.388,0.481
323,SMAPV3038,0.45,0.475
323,SMAPV3039,0.388,0.419
323,SMAPV3040,0.325,0.513
323,SMAPV3041,0.388,0.406
323,SMAPV3042,0.188,0.419
323,SMAPV3043,0.219,0.4
323,SMAPV3044,0.231,0.244
323,SMAPV3045,0.175,0.088
323,SMAPV3046,0.094,0.075
323,SMAPV3047,0.113,0.056
323,SMAPV3048,0.113,0.063
324,SMAPV3001,0.069,0.075
324,SMAPV3002,0.125,0.056
324,SMAPV3003,0.081,0.075
324,SMAPV3004,0.1,0.056
324,SMAPV3005,0.113,0.075
324,SMAPV3006,0.069,0.056
324,SMAPV3007,0.119,0.125
324,SMAPV3008,0.094,0.131
324,SMAPV3009,0.081,0.088
324,SMAPV3010,0.113,0.088
324,SMAPV3011,0.075,0.144
324,SMAPV3012,0.1,0.856
324,SMAPV3013,0.113,0.606
324,SMAPV3014,0.3,0.531
324,SMAPV3015,0.3,0.419
324,SMAPV3016,0.388,0.388
324,SMAPV3017,0.269,0.863
324,SMAPV3018,0.25,0.919
324,SMAPV3019,0.175,0.856
324,SMAPV3020,0.175,0.956
324,SMAPV3021,0.25,0.981
324,SMAPV3022,0.175,1.144
324,SMAPV3023,0.125,1.894
324,SMAPV3024,0.319,1.325
324,SMAPV3025,0.138,1.181
324,SMAPV3026,0.131,1.156
324,SMAPV3027,0.063,0.85
324,SMAPV3028,0.131,1.163
324,SMAPV3029,0.1,1.369
324,SMAPV3030,0.069,1.156
324,SMAPV3031,0.15,1.481
324,SMAPV3032,0.094,1.05
324,SMAPV3033,0.194,0.669
324,SMAPV3034,0.238,0.744
324,SMAPV3035,0.169,0.356
324,SMAPV3036,0.425,0.55
324,SMAPV3037,0.875,0.513
324,SMAPV3038,0.194,0.95
324,SMAPV3039,0.213,0.469
324,SMAPV3040,0.081,0.45
324,SMAPV3041,0.088,0.738
324,SMAPV3042,0.144,0.631
324,SMAPV3043,0.063,0.544
324,SMAPV3044,0.1,0.438
324,SMAPV3045,0.131,0.131
324,SMAPV3046,0.088,0.156
324,SMAPV3047,0.263,0.088
324,SMAPV3048,0.213,0.069
325,SMAPV3001,0.175,0.069
325,SMAPV3002,0.169,0.088
325,SMAPV3003,0.088,0.175
325,SMAPV3004,0.119,0.094
325,SMAPV3005,0.106,0.088
325,SMAPV3006,0.1,0.081
325,SMAPV3007,0.1,0.075
325,SMAPV3008,0.106,0.088
325,SMAPV3009,0.081,0.05
325,SMAPV3010,0.125,0.063
325,SMAPV3011,0.075,0.431
325,SMAPV3012,0.131,0.638
325,SMAPV3013,0.081,0.569
325,SMAPV3014,0.094,0.756
325,SMAPV3015,0.106,0.569
325,SMAPV3016,0.094,0.7
325,SMAPV3017,0.4,1.994
325,SMAPV3018,0.331,1.519
325,SMAPV3019,0.188,1.6
325,SMAPV3020,0.213,1.638
325,SMAPV3021,0.094,1.144
325,SMAPV3022,0.125,1.513
325,SMAPV3023,0.163,1.2
325,SMAPV3024,0.144,1.219
325,SMAPV3025,0.15,1.188
325,SMAPV3026,0.106,1.163
325,SMAPV3027,0.163,1.119
325,SMAPV3028,0.094,1.131
325,SMAPV3029,0.113,1.138
325,SMAPV3030,0.119,1.144
325,SMAPV3031,0.588,1.2
325,SMAPV3032,0.375,1.138
325,SMAPV3033,0.163,0.756
325,SMAPV3034,0.419,1.088
325,SMAPV3035,0.856,0.938
325,SMAPV3036,0.375,0.9
325,SMAPV3037,0.306,1.156
325,SMAPV3038,0.4,0.838
325,SMAPV3039,0.431,0.694
325,SMAPV3040,0.325,0.544
325,SMAPV3041,0.25,1.381
325,SMAPV3042,0.244,0.875
325,SMAPV3043,0.275,0.831
325,SMAPV3044,0.188,0.269
325,SMAPV3045,0.15,0.169
325,SMAPV3046,0.063,0.156
325,SMAPV3047,0.125,0.156
325,SMAPV3048,0.1,0.125
326,SMAPV3001,0.081,0.094
326,SMAPV3002,0.131,0.069
326,SMAPV3003,0.069,0.088
326,SMAPV3004,0.125,0.081
326,SMAPV3005,0.088,0.069
326,SMAPV3006,0.081,0.063
326,SMAPV3007,0.138,0.088
326,SMAPV3008,0.1,0.056
326,SMAPV3009,0.138,0.088
326,SMAPV3010,0.131,0.063
326,SMAPV3011,0.288,0.294
326,SMAPV3012,0.138,0.194
326,SMAPV3013,0.294,0.188
326,SMAPV3014,0.338,0.156
326,SMAPV3015,0.213,0.094
326,SMAPV3016,0.081,0.088
326,SMAPV3017,0.119,0.075
326,SMAPV3018,0.45,0.081
326,SMAPV3019,0.063,0.081
326,SMAPV3020,0.131,0.056
326,SMAPV3021,0.169,0.069
326,SMAPV3022,0.181,0.081
326,SMAPV3023,0.25,0.075
326,SMAPV3024,0.181,0.063
326,SMAPV3025,0.119,0.075
326,SMAPV3026,0.1,0.081
326,SMAPV3027,0.15,0.069
326,SMAPV3028,0.094,0.063
326,SMAPV3029,0.113,0.081
326,SMAPV3030,0.144,0.081
326,SMAPV3031,0.175,0.05
326,SMAPV3032,0.188,0.088
326,SMAPV3033,0.125,0.081
326,SMAPV3034,0.138,0.075
326,SMAPV3035,0.763,0.2
326,SMAPV3036,0.45,0.213
326,SMAPV3037,0.2,0.225
326,SMAPV3038,0.369,0.213
326,SMAPV3039,0.269,0.544
326,SMAPV3040,0.225,0.563
326,SMAPV3041,0.263,0.55
326,SMAPV3042,0.25,0.106
326,SMAPV3043,0.238,0.075
326,SMAPV3044,0.313,0.1
326,SMAPV3045,0.056,0.063
326,SMAPV3046,0.15,0.075
326,SMAPV3047,0.1,0.081
326,SMAPV3048,0.094,0.088
327,SMAPV3001,0.125,0.05
327,SMAPV3002,0.088,0.081
327,SMAPV3003,0.106,0.081
327,SMAPV3004,0.1,0.063
327,SMAPV3005,0.1,0.056
327,SMAPV3006,0.088,0.088
327,SMAPV3007,0.2,0.081
327,SMAPV3008,0.113,0.063
327,SMAPV3009,0.156,0.056
327,SMAPV3010,0.081,0.094
327,SMAPV3011,0.281,0.288
327,SMAPV3012,0.125,0.375
327,SMAPV3013,0.338,0.175
327,SMAPV3014,0.225,0.081
327,SMAPV3015,0.288,0.081
327,SMAPV3016,0.15,0.175
327,SMAPV3017,0.213,0.638
327,SMAPV3018,0.294,0.844
327,SMAPV3019,0.144,0.95
327,SMAPV3020,0.119,0.956
327,SMAPV3021,0.175,0.956
327,SMAPV3022,0.225,0.938
327,SMAPV3023,0.363,0.956
327,SMAPV3024,0.238,0.975
327,SMAPV3025,0.138,1.125
327,SMAPV3026,0.069,0.981
327,SMAPV3027,0.163,1.006
327,SMAPV3028,0.138,0.981
327,SMAPV3029,0.138,0.938
327,SMAPV3030,0.088,0.956
327,SMAPV3031,0.131,0.956
327,SMAPV3032,0.156,0.85
327,SMAPV3033,0.1,0.069
327,SMAPV3034,0.256,0.094
327,SMAPV3035,0.756,1.206
327,SMAPV3036,0.45,0.763
327,SMAPV3037,0.363,0.919
327,SMAPV3038,0.331,0.744
327,SMAPV3039,0.444,0.8
327,SMAPV3040,0.25,0.913
327,SMAPV3041,0.263,0.806
327,SMAPV3042,0.313,0.406
327,SMAPV3043,0.25,0.069
327,SMAPV3044,0.3,0.1
327,SMAPV3045,0.113,0.094
327,SMAPV3046,0.119,0.088
327,SMAPV3047,0.138,0.094
327,SMAPV3048,0.175,0.088
328,SMAPV3001,0.119,0.075
328,SMAPV3002,0.15,0.088
328,SMAPV3003,0.056,0.081
328,SMAPV3004,0.125,0.088
328,SMAPV3005,0.106,0.075
328,SMAPV3006,0.088,0.088
328,SMAPV3007,0.1,0.088
328,SMAPV3008,0.1,0.069
328,SMAPV3009,0.088,0.081
328,SMAPV3010,0.106,0.081
328,SMAPV3011,0.288,0.463
328,SMAPV3012,0.075,0.288
328,SMAPV3013,0.313,0.388
328,SMAPV3014,0.256,0.238
328,SMAPV3015,0.131,0.15
328,SMAPV3016,0.106,0.213
328,SMAPV3017,0.125,0.775
328,SMAPV3018,0.131,0.606
328,SMAPV3019,0.05,0.731
328,SMAPV3020,0.138,0.844
328,SMAPV3021,0.138,0.675
328,SMAPV3022,0.119,0.663
328,SMAPV3023,0.138,0.675
328,SMAPV3024,0.156,0.981
328,SMAPV3025,0.063,1.35
328,SMAPV3026,0.125,1.275
328,SMAPV3027,0.094,1.556
328,SMAPV3028,0.175,1.181
328,SMAPV3029,0.188,1.013
328,SMAPV3030,1.063,1.013
328,SMAPV3031,1.163,0.888
328,SMAPV3032,1.438,0.594
328,SMAPV3033,1.694,0.1
328,SMAPV3034,1.994,0.156
328,SMAPV3035,1.175,0.781
328,SMAPV3036,0.9,0.719
328,SMAPV3037,0.669,1.806
328,SMAPV3038,0.563,1.188
328,SMAPV3039,0.413,0.869
328,SMAPV3040,0.256,0.781
328,SMAPV3041,0.35,0.306
328,SMAPV3042,0.3,0.175
328,SMAPV3043,0.331,0.175
328,SMAPV3044,0.25,0.188
328,SMAPV3045,0.094,0.175
328,SMAPV3046,0.169,0.156
328,SMAPV3047,0.169,0.163
328,SMAPV3048,0.15,0.181
329,SMAPV3001,0.069,0.175
329,SMAPV3002,0.15,0.156
329,SMAPV3003,0.125,0.088
329,SMAPV3004,0.069,0.1
329,SMAPV3005,0.131,0.094
329,SMAPV3006,0.106,0.069
329,SMAPV3007,0.069,0.081
329,SMAPV3008,0.138,0.1
329,SMAPV3009,0.088,0.088
329,SMAPV3010,0.1,0.063
329,SMAPV3011,0.344,0.275
329,SMAPV3012,0.156,0.331
329,SMAPV3013,0.425,0.463
329,SMAPV3014,0.256,0.669
329,SMAPV3015,0.138,0.544
329,SMAPV3016,0.15,0.425
329,SMAPV3017,0.081,0.756
329,SMAPV3018,0.106,0.744
329,SMAPV3019,0.131,0.75
329,SMAPV3020,0.069,1.413
329,SMAPV3021,0.131,1.306
329,SMAPV3022,0.119,0.706
329,SMAPV3023,0.081,0.738
329,SMAPV3024,0.131,0.756
329,SMAPV3025,0.1,0.725
329,SMAPV3026,0.138,0.744
329,SMAPV3027,0.144,0.881
329,SMAPV3028,0.138,0.731
329,SMAPV3029,0.119,0.744
329,SMAPV3030,0.106,0.769
329,SMAPV3031,0.281,0.725
329,SMAPV3032,0.331,0.694
329,SMAPV3033,0.231,0.219
329,SMAPV3034,0.275,0.25
329,SMAPV3035,0.213,0.319
329,SMAPV3036,0.625,0.169
329,SMAPV3037,0.719,0.406
329,SMAPV3038,0.863,0.381
329,SMAPV3039,0.394,0.406
329,SMAPV3040,0.288,0.388
329,SMAPV3041,0.2,0.394
329,SMAPV3042,0.256,0.375
329,SMAPV3043,0.238,0.2
329,SMAPV3044,0.25,0.131
329,SMAPV3045,0.175,0.119
329,SMAPV3046,0.125,0.15
329,SMAPV3047,0.063,0.15
329,SMAPV3048,0.131,0.125
330,SMAPV3001,0.069,0.131
330,SMAPV3002,0.1,0.131
330,SMAPV3003,0.106,0.138
330,SMAPV3004,0.056,0.131
330,SMAPV3005,0.144,0.15
330,SMAPV3006,0.05,0.125
330,SMAPV3007,0.125,0.125
330,SMAPV3008,0.075,0.156
330,SMAPV3009,0.1,0.144
330,SMAPV3010,0.119,0.131
330,SMAPV3011,0.338,0.406
330,SMAPV3012,0.131,0.994
330,SMAPV3013,0.356,0.794
330,SMAPV3014,0.219,0.356
330,SMAPV3015,0.256,1.025
330,SMAPV3016,0.063,0.294
330,SMAPV3017,0.113,0.125
330,SMAPV3018,0.119,0.156
330,SMAPV3019,0.144,0.275
330,SMAPV3020,0.213,0.163
330,SMAPV3021,0.125,0.15
330,SMAPV3022,0.1,0.281
330,SMAPV3023,0.069,0.706
330,SMAPV3024,0.325,0.9
330,SMAPV3025,0.2,0.663
330,SMAPV3026,0.163,0.694
330,SMAPV3027,0.119,0.763
330,SMAPV3028,0.05,0.65
330,SMAPV3029,0.163,0.65
330,SMAPV3030,0.056,0.638
330,SMAPV3031,0.144,0.756
330,SMAPV3032,0.269,0.65
330,SMAPV3033,0.213,0.106
330,SMAPV3034,0.219,0.069
330,SMAPV3035,0.3,1.056
330,SMAPV3036,0.875,0.256
330,SMAPV3037,0.475,0.288
330,SMAPV3038,0.275,0.431
330,SMAPV3039,0.338,0.475
330,SMAPV3040,0.388,0.413
330,SMAPV3041,0.306,0.413
330,SMAPV3042,0.25,0.4
330,SMAPV3043,0.2,0.413
330,SMAPV3044,0.206,0.4
330,SMAPV3045,0.2,0.175
330,SMAPV3046,0.188,0.069
330,SMAPV3047,0.244,0.1
330,SMAPV3048,0.069,0.094
331,SMAPV3001,0.138,0.063
331,SMAPV3002,0.106,0.081
331,SMAPV3003,0.069,0.081
331,SMAPV3004,0.156,0.1
331,SMAPV3005,0.044,0.119
331,SMAPV3006,0.131,0.106
331,SMAPV3007,0.081,0.113
331,SMAPV3008,0.088,0.106
331,SMAPV3009,0.138,0.156
331,SMAPV3010,0.069,0.181
331,SMAPV3011,0.113,0.656
331,SMAPV3012,0.081,0.588
331,SMAPV3013,0.106,1.231
331,SMAPV3014,0.081,0.619
331,SMAPV3015,0.331,0.7
331,SMAPV3016,0.206,0.294
331,SMAPV3017,0.225,0.631
331,SMAPV3018,0.194,0.606
331,SMAPV3019,0.213,0.925
331,SMAPV3020,0.15,0.65
331,SMAPV3021,0.125,0.625
331,SMAPV3022,0.113,0.631
331,SMAPV3023,0.225,0.919
331,SMAPV3024,0.756,0.944
331,SMAPV3025,0.513,0.975
331,SMAPV3026,0.231,1.175
331,SMAPV3027,0.188,1.025
331,SMAPV3028,0.094,1.106
331,SMAPV3029,0.125,1.156
331,SMAPV3030,0.081,1.106
331,SMAPV3031,0.169,1.1
331,SMAPV3032,0.144,1.144
331,SMAPV3033,0.194,1.194
331,SMAPV3034,0.163,1.244
331,SMAPV3035,0.088,0.831
331,SMAPV3036,0.569,0.919
331,SMAPV3037,0.531,0.95
331,SMAPV3038,0.35,1.05
331,SMAPV3039,0.288,0.894
331,SMAPV3040,0.25,0.881
331,SMAPV3041,0.344,0.7
331,SMAPV3042,0.169,0.488
331,SMAPV3043,0.231,0.475
331,SMAPV3044,0.188,0.475
331,SMAPV3045,0.138,0.4
331,SMAPV3046,0.225,0.119
331,SMAPV3047,0.306,0.094
331,SMAPV3048,0.256,0.063
332,SMAPV3001,0.269,0.1
332,SMAPV3002,0.263,0.094
332,SMAPV3003,0.113,0.069
332,SMAPV3004,0.156,0.081
332,SMAPV3005,0.119,0.088
332,SMAPV3006,0.113,0.088
332,SMAPV3007,0.1,0.175
332,SMAPV3008,0.094,0.1
332,SMAPV3009,0.113,0.088
332,SMAPV3010,0.113,0.094
332,SMAPV3011,0.056,0.094
332,SMAPV3012,0.175,0.106
332,SMAPV3013,0.05,0.469
332,SMAPV3014,0.119,0.25
332,SMAPV3015,0.1,0.388
332,SMAPV3016,0.625,1.019
332,SMAPV3017,0.325,1.275
332,SMAPV3018,0.313,1.488
332,SMAPV3019,0.244,1.231
332,SMAPV3020,0.15,1.45
332,SMAPV3021,0.25,1.781
332,SMAPV3022,0.075,1.031
332,SMAPV3023,0.094,1.125
332,SMAPV3024,0.131,0.9
332,SMAPV3025,0.094,0.944
332,SMAPV3026,0.106,1.019
332,SMAPV3027,0.106,0.963
332,SMAPV3028,0.194,0.925
332,SMAPV3029,0.131,0.988
332,SMAPV3030,0.131,0.95
332,SMAPV3031,0.456,0.831
332,SMAPV3032,0.288,0.863
332,SMAPV3033,0.6,0.338
332,SMAPV3034,0.275,0.344
332,SMAPV3035,0.725,1.013
332,SMAPV3036,0.775,0.238
332,SMAPV3037,0.275,0.3
332,SMAPV3038,0.394,0.819
332,SMAPV3039,0.444,0.688
332,SMAPV3040,0.238,0.65
332,SMAPV3041,0.413,0.688
332,SMAPV3042,0.3,0.625
332,SMAPV3043,0.188,0.619
332,SMAPV3044,0.244,0.413
332,SMAPV3045,0.263,0.088
332,SMAPV3046,0.169,0.069
332,SMAPV3047,0.263,0.094
332,SMAPV3048,0.1,0.088
333,SMAPV3001,0.113,0.075
333,SMAPV3002,0.138,0.075
333,SMAPV3003,0.063,0.088
333,SMAPV3004,0.131,0.088
333,SMAPV3005,0.075,0.181
333,SMAPV3006,0.1,0.1
333,SMAPV3007,0.163,0.094
333,SMAPV3008,0.088,0.094
333,SMAPV3009,0.156,0.075
333,SMAPV3010,0.325,0.063
333,SMAPV3011,0.213,0.119
333,SMAPV3012,0.263,0.181
333,SMAPV3013,0.519,0.2
333,SMAPV3014,0.356,0.069
333,SMAPV3015,0.263,0.088
333,SMAPV3016,0.106,0.163
333,SMAPV3017,0.1,0.95
333,SMAPV3018,0.1,0.95
333,SMAPV3019,0.094,0.95
333,SMAPV3020,0.131,0.938
333,SMAPV3021,0.175,0.963
333,SMAPV3022,0.169,0.963
333,SMAPV3023,0.231,0.969
333,SMAPV3024,0.106,1.038
333,SMAPV3025,0.131,0.738
333,SMAPV3026,0.138,0.631
333,SMAPV3027,0.106,0.65
333,SMAPV3028,0.213,0.638
333,SMAPV3029,0.756,0.8
333,SMAPV3030,1.519,0.981
333,SMAPV3031,1.556,1.006
333,SMAPV3032,1.494,1.831
333,SMAPV3033,1.65,1.444
333,SMAPV3034,1.319,0.3
333,SMAPV3035,0.856,0.4
333,SMAPV3036,0.431,0.588
333,SMAPV3037,0.488,1.119
333,SMAPV3038,0.413,1.388
333,SMAPV3039,0.931,1.55
333,SMAPV3040,1.538,0.875
333,SMAPV3041,1.306,0.794
333,SMAPV3042,1.438,0.444
333,SMAPV3043,0.719,0.369
333,SMAPV3044,0.256,0.363
333,SMAPV3045,0.131,0.331
333,SMAPV3046,0.1,0.225
333,SMAPV3047,0.169,0.213
333,SMAPV3048,0.094,0.213
334,SMAPV3001,0.094,0.213
334,SMAPV3002,0.15,0.213
334,SMAPV3003,0.094,0.213
334,SMAPV3004,0.119,0.206
334,SMAPV3005,0.094,0.206
334,SMAPV3006,0.125,0.181
334,SMAPV3007,0.088,0.206
334,SMAPV3008,0.125,0.206
334,SMAPV3009,0.1,0.206
334,SMAPV3010,0.088,0.181
334,SMAPV3011,0.356,0.2
334,SMAPV3012,0.081,0.169
334,SMAPV3013,0.55,0.131
334,SMAPV3014,0.275,0.106
334,SMAPV3015,0.206,0.094
334,SMAPV3016,0.163,0.075
334,SMAPV3017,0.119,0.863
334,SMAPV3018,0.138,1.056
334,SMAPV3019,0.106,1.038
334,SMAPV3020,0.138,1.013
334,SMAPV3021,0.106,0.969
334,SMAPV3022,0.125,1.006
334,SMAPV3023,0.181,1.038
334,SMAPV3024,0.106,1.038
334,SMAPV3025,0.144,1.144
334,SMAPV3026,0.119,0.95
334,SMAPV3027,0.063,0.775
334,SMAPV3028,0.175,0.738
334,SMAPV3029,0.113,0.744
334,SMAPV3030,0.281,0.681
334,SMAPV3031,0.169,0.694
334,SMAPV3032,0.175,0.6
334,SMAPV3033,0.381,0.138
334,SMAPV3034,0.869,0.669
334,SMAPV3035,0.794,0.35
334,SMAPV3036,0.438,0.444
334,SMAPV3037,0.363,0.413
334,SMAPV3038,0.538,0.5
334,SMAPV3039,0.338,0.525
334,SMAPV3040,0.244,0.513
334,SMAPV3041,0.225,0.325
334,SMAPV3042,0.288,0.125
334,SMAPV3043,0.244,0.144
334,SMAPV3044,0.256,0.081
334,SMAPV3045,0.163,0.063
334,SMAPV3046,0.094,0.063
334,SMAPV3047,0.144,0.081
334,SMAPV3048,0.063,0.169
335,SMAPV3001,0.119,0.081
335,SMAPV3002,0.106,0.081
335,SMAPV3003,0.056,0.069
335,SMAPV3004,0.15,0.081
335,SMAPV3005,0.175,0.069
335,SMAPV3006,0.119,0.05
335,SMAPV3007,0.131,0.219
335,SMAPV3008,0.063,0.2
335,SMAPV3009,0.1,0.15
335,SMAPV3010,0.113,0.138
335,SMAPV3011,0.3,0.156
335,SMAPV3012,0.238,0.288
335,SMAPV3013,0.556,0.413
335,SMAPV3014,0.188,0.444
335,SMAPV3015,0.206,0.575
335,SMAPV3016,0.056,0.288
335,SMAPV3017,0.106,0.631
335,SMAPV3018,0.113,0.631
335,SMAPV3019,0.056,0.606
335,SMAPV3020,0.15,0.625
335,SMAPV3021,0.069,0.625
335,SMAPV3022,0.1,0.769
335,SMAPV3023,0.131,0.775
335,SMAPV3024,0.113,0.975
335,SMAPV3025,0.138,1.031
335,SMAPV3026,0.156,0.9
335,SMAPV3027,0.113,0.831
335,SMAPV3028,0.113,0.969
335,SMAPV3029,0.119,0.894
335,SMAPV3030,0.106,0.65
335,SMAPV3031,0.113,0.625
335,SMAPV3032,0.144,0.594
335,SMAPV3033,0.094,0.1
335,SMAPV3034,0.519,0.175
335,SMAPV3035,0.825,1.244
335,SMAPV3036,0.756,0.35
335,SMAPV3037,0.319,0.188
335,SMAPV3038,0.45,0.194
335,SMAPV3039,0.288,0.525
335,SMAPV3040,0.213,0.5
335,SMAPV3041,0.219,0.269
335,SMAPV3042,0.225,0.106
335,SMAPV3043,0.219,0.081
335,SMAPV3044,0.244,0.075
335,SMAPV3045,0.2,0.094
335,SMAPV3046,0.094,0.075
335,SMAPV3047,0.119,0.075
335,SMAPV3048,0.081,0.094
336,SMAPV3001,0.119,0.094
336,SMAPV3002,0.094,0.163
336,SMAPV3003,0.094,0.106
336,SMAPV3004,0.181,0.088
336,SMAPV3005,0.144,0.088
336,SMAPV3006,0.1,0.094
336,SMAPV3007,0.125,0.069
336,SMAPV3008,0.131,0.056
336,SMAPV3009,0.15,0.1
336,SMAPV3010,0.119,0.063
336,SMAPV3011,0.313,0.269
336,SMAPV3012,0.225,0.4
336,SMAPV3013,0.35,0.725
336,SMAPV3014,0.238,0.481
336,SMAPV3015,0.213,0.6
336,SMAPV3016,0.106,0.556
336,SMAPV3017,0.094,0.888
336,SMAPV3018,0.1,0.875
336,SMAPV3019,0.194,0.969
336,SMAPV3020,0.2,1.069
336,SMAPV3021,0.269,1.244
336,SMAPV3022,0.344,1.25
336,SMAPV3023,0.238,1.331
336,SMAPV3024,0.231,1.056
336,SMAPV3025,0.188,0.794
336,SMAPV3026,0.163,0.719
336,SMAPV3027,0.2,0.831
336,SMAPV3028,0.206,0.681
336,SMAPV3029,0.238,0.719
336,SMAPV3030,0.169,0.731
336,SMAPV3031,0.206,0.756
336,SMAPV3032,0.3,0.75
336,SMAPV3033,0.331,0.213
336,SMAPV3034,0.331,0.225
336,SMAPV3035,0.25,0.213
336,SMAPV3036,0.363,0.131
336,SMAPV3037,0.519,0.244
336,SMAPV3038,0.488,0.988
336,SMAPV3039,0.363,0.625
336,SMAPV3040,0.475,1.131
336,SMAPV3041,0.394,0.525
336,SMAPV3042,0.288,0.556
336,SMAPV3043,0.275,0.544
336,SMAPV3044,0.225,0.244
336,SMAPV3045,0.1,0.1
336,SMAPV3046,0.156,0.069
336,SMAPV3047,0.088,0.163
336,SMAPV3048,0.106,0.113
337,SMAPV3001,0.119,0.094
337,SMAPV3002,0.1,0.094
337,SMAPV3003,0.094,0.094
337,SMAPV3004,0.119,0.088
337,SMAPV3005,0.1,0.088
337,SMAPV3006,0.075,0.069
337,SMAPV3007,0.125,0.069
337,SMAPV3008,0.056,0.094
337,SMAPV3009,0.156,0.094
337,SMAPV3010,0.044,0.056
337,SMAPV3011,0.3,0.219
337,SMAPV3012,0.263,0.625
337,SMAPV3013,0.2,0.156
337,SMAPV3014,0.444,0.069
337,SMAPV3015,0.206,0.088
337,SMAPV3016,0.188,0.194
337,SMAPV3017,0.138,0.963
337,SMAPV3018,0.113,1.044
337,SMAPV3019,0.138,0.831
337,SMAPV3020,0.144,0.656
337,SMAPV3021,0.081,0.65
337,SMAPV3022,0.113,0.644
337,SMAPV3023,0.1,0.65
337,SMAPV3024,0.15,0.65
337,SMAPV3025,0.113,0.625
337,SMAPV3026,0.131,0.625
337,SMAPV3027,0.131,0.688
337,SMAPV3028,0.113,0.65
337,SMAPV3029,0.15,0.631
337,SMAPV3030,1.05,0.644
337,SMAPV3031,1.638,0.669
337,SMAPV3032,1.569,0.569
337,SMAPV3033,1.575,1.138
337,SMAPV3034,1.475,1.694
337,SMAPV3035,1.388,2.406
337,SMAPV3036,1.488,0.588
337,SMAPV3037,1.063,1.594
337,SMAPV3038,0.275,1.825
337,SMAPV3039,0.369,1.094
337,SMAPV3040,0.45,0.888
337,SMAPV3041,0.288,1.063
337,SMAPV3042,0.244,0.963
337,SMAPV3043,0.256,0.963
337,SMAPV3044,0.313,0.669
337,SMAPV3045,0.325,0.263
337,SMAPV3046,0.263,0.263
337,SMAPV3047,0.144,0.256
337,SMAPV3048,0.069,0.206
338,SMAPV3001,0.169,0.2
338,SMAPV3002,0.1,0.194
338,SMAPV3003,0.094,0.181
338,SMAPV3004,0.138,0.206
338,SMAPV3005,0.1,0.206
338,SMAPV3006,0.106,0.188
338,SMAPV3007,0.094,0.194
338,SMAPV3008,0.138,0.206
338,SMAPV3009,0.063,0.206
338,SMAPV3010,0.15,0.175
338,SMAPV3011,0.075,0.3
338,SMAPV3012,0.125,0.363
338,SMAPV3013,0.144,0.238
338,SMAPV3014,0.363,0.106
338,SMAPV3015,0.419,0.131
338,SMAPV3016,0.231,0.644
338,SMAPV3017,0.25,1.231
338,SMAPV3018,0.169,1.356
338,SMAPV3019,0.25,1.763
338,SMAPV3020,0.288,1.263
338,SMAPV3021,0.231,0.831
338,SMAPV3022,0.219,0.838
338,SMAPV3023,0.169,0.831
338,SMAPV3024,0.156,0.875
338,SMAPV3025,0.144,0.944
338,SMAPV3026,1.281,0.981
338,SMAPV3027,0.538,0.95
338,SMAPV3028,0.119,0.813
338,SMAPV3029,0.138,0.775
338,SMAPV3030,1.044,0.813
338,SMAPV3031,1.469,0.938
338,SMAPV3032,1.513,1.544
338,SMAPV3033,1.513,1.125
338,SMAPV3034,1.556,0.725
338,SMAPV3035,1.713,0.225
338,SMAPV3036,2.163,0.175
338,SMAPV3037,0.631,0.169
338,SMAPV3038,0.494,0.844
338,SMAPV3039,0.463,1.306
338,SMAPV3040,0.256,0.675
338,SMAPV3041,0.231,0.756
338,SMAPV3042,0.269,0.5
338,SMAPV3043,0.25,0.413
338,SMAPV3044,0.219,0.35
338,SMAPV3045,0.2,0.231
338,SMAPV3046,0.281,0.225
338,SMAPV3047,0.275,0.225
338,SMAPV3048,0.175,0.219
339,SMAPV3001,0.106,0.225
339,SMAPV3002,0.188,0.206
339,SMAPV3003,0.15,0.213
339,SMAPV3004,0.119,0.231
339,SMAPV3005,0.144,0.225
339,SMAPV3006,0.063,0.225
339,SMAPV3007,0.131,0.206
339,SMAPV3008,0.106,0.194
339,SMAPV3009,0.1,0.213
339,SMAPV3010,0.094,0.213
339,SMAPV3011,0.138,0.156
339,SMAPV3012,0.056,0.119
339,SMAPV3013,0.138,0.225
339,SMAPV3014,0.081,0.213
339,SMAPV3015,0.1,0.256
339,SMAPV3016,0.425,0.206
339,SMAPV3017,0.544,0.644
